iter	Logloss
390	0.5391735929
391	0.5388657545
392	0.5386629238
393	0.538514392
394	0.538254547
395	0.5381582545
396	0.5380957883
397	0.5379903749
398	0.5378924736
399	0.5378704784
400	0.5376787725
401	0.5374578947
402	0.5373466251
403	0.5373198656
404	0.5370044483
405	0.5368126518
406	0.536438404
407	0.5362093118
408	0.536014125
409	0.5357104393
410	0.535466667
411	0.5353344384
412	0.5350330644
413	0.5350157667
414	0.5346820725
415	0.5343103423
416	0.5341343042
417	0.5338432583
418	0.5336056987
419	0.5333737382
420	0.5331090205
421	0.532946985
422	0.532704658
423	0.5324766894
424	0.5321030268
425	0.5318594551
426	0.5317594024
427	0.5315012987
428	0.5313452283
429	0.5311626507
430	0.5309342145
431	0.5305652697
432	0.5303084505
433	0.5300115655
434	0.5296637668
435	0.529148641
436	0.5288601291
437	0.5286977655
438	0.5283602802
439	0.5280899952
440	0.5278997211
441	0.5277730495
442	0.52755537
443	0.5272372986
444	0.5269596338
445	0.5267039576
446	0.5264258107
447	0.526284332
448	0.5260130419
449	0.525755753
450	0.525643872
451	0.5255282239
452	0.5253626589
453	0.5251645776
454	0.5249456038
455	0.5248692981
456	0.5247233093
457	0.5246016482
458	0.5243539297
459	0.5240561054
460	0.5236957183
461	0.5234716364
462	0.5232596449
463	0.5230194448
464	0.5227483074
465	0.5225052707
466	0.5223613691
467	0.5222078334
468	0.5220942447
469	0.5218017351
470	0.5216969531
471	0.5214718271
472	0.5212635122
473	0.5210090108
474	0.520852296
475	0.5206413436
476	0.5204523973
477	0.5201435056
478	0.5199333965
479	0.5196888976
480	0.5195765351
481	0.5194347734
482	0.5192880843
483	0.5191773377
484	0.5189569094
485	0.5187505768
486	0.5186108549
487	0.5183861122
488	0.5182031564
489	0.5180177145
490	0.5178609038
491	0.5178194338
492	0.5176465946
493	0.5173223675
494	0.5171198496
495	0.5168883118
496	0.5167732917
497	0.5165960071
498	0.5165091241
499	0.5163406907
500	0.5161443768
501	0.5159815033
502	0.5157431462
503	0.5156504532
504	0.515543421
505	0.5154952248
506	0.5152886411
507	0.5149721671
508	0.5146286003
509	0.5143811038
510	0.5142873501
511	0.514063792
512	0.5138873187
513	0.513707859
514	0.513571237
515	0.5134269187
516	0.5132460022
517	0.5130639998
518	0.5130267826
519	0.5128979155
520	0.5127164619
521	0.5125492583
522	0.5123129998
523	0.5121169634
524	0.5120927756
525	0.511987805
526	0.5118832946
527	0.5117653233
528	0.5116799664
529	0.5116437871
530	0.5115099722
531	0.5112822775
532	0.5110950658
533	0.5110788768
534	0.5110544579
535	0.5109707996
536	0.5108167301
537	0.5105217051
538	0.5104024114
539	0.5103111072
540	0.5102682992
541	0.5101312759
542	0.5099998836
543	0.5098830112
544	0.5097220142
545	0.5095907963
546	0.5094479222
547	0.5093136147
548	0.5090609337
549	0.5089698224
550	0.5089139132
551	0.5087726805
552	0.5086043265
553	0.5084456344
554	0.5083725797
555	0.5082546716
556	0.5081425407
557	0.5080274904
558	0.507872625
559	0.5077559061
560	0.5076440532
561	0.5074708442
562	0.5072891542
563	0.5072153704
564	0.5070907607
565	0.5069141526
566	0.5067569934
567	0.5065512621
568	0.5064022317
569	0.5062522265
570	0.506149863
571	0.5059984325
572	0.5058080242
573	0.5056710783
574	0.5055613145
575	0.5054121539
576	0.5052675575
577	0.5051186388
578	0.5050765922
579	0.5050625851
580	0.5048716075
581	0.5048640166
582	0.5045902976
583	0.50433605
584	0.5042190014
585	0.5041025678
586	0.5039986876
587	0.503780875
588	0.5036377571
589	0.5035478136
590	0.5034141954
591	0.5032790502
592	0.503029125
593	0.502844667
594	0.5027737035
595	0.5026749466
596	0.5025877327
597	0.5025775212
598	0.5024564182
599	0.5023397074
600	0.5021875821
601	0.5020693063
602	0.5019884319
603	0.5019634955
604	0.5018919393
605	0.5017400619
606	0.5015875368
607	0.5014135827
608	0.5012481816
609	0.5012199309
610	0.5012043465
611	0.5010805515
612	0.5009903423
613	0.5008895172
614	0.5007197944
615	0.5006441343
616	0.5005279994
617	0.5005123615
618	0.5004738998
619	0.5004481086
620	0.5003885531
621	0.5002982057
622	0.500155567
623	0.4999806763
624	0.499843791
625	0.4998187112
626	0.4997956881
627	0.4996596548
628	0.4995053902
629	0.4994810639
630	0.4993675025
631	0.4992730738
632	0.4992438867
633	0.4992281304
634	0.4991254795
635	0.4989831312
636	0.498850373
637	0.4987309387
638	0.4985261937
639	0.4983542904
640	0.4983311285
641	0.4981851613
642	0.4980931293
643	0.498036681
644	0.497985291
645	0.497846135
646	0.4977080178
647	0.4976017831
648	0.4975237984
649	0.4974343995
650	0.4972933854
651	0.497234307
652	0.4970915151
653	0.4970535019
654	0.4969549238
655	0.4968419485
656	0.4966091424
657	0.4965936063
658	0.4964648225
659	0.496306361
660	0.496109019
661	0.4960189648
662	0.4959124592
663	0.4957286558
664	0.4956094579
665	0.495458279
666	0.4954085307
667	0.4953117994
668	0.4952238404
669	0.4950650353
670	0.4949416225
671	0.4949135388
672	0.4946937419
673	0.4946797598
674	0.4945571347
675	0.4944010479
676	0.4942476468
677	0.4941467336
678	0.4940302281
679	0.4939661797
680	0.4938460243
681	0.4936824362
682	0.4935191686
683	0.4935142789
684	0.4934800106
685	0.4934447104
686	0.4933067978
687	0.4933004218
688	0.4932191726
689	0.4932109583
690	0.4930615426
691	0.4930600394
692	0.4929727701
693	0.4928595586
694	0.492696348
695	0.4925284473
696	0.4923843866
697	0.4921968623
698	0.4920334359
699	0.49190871
700	0.4918040807
701	0.4916949505
702	0.4915892929
703	0.4915377507
704	0.4914074996
705	0.4913219655
706	0.4912434236
707	0.4911353139
708	0.4909892359
709	0.4908853165
710	0.4908398774
711	0.4906971241
712	0.4906064871
713	0.4905116914
714	0.4905055287
715	0.4904064438
716	0.4904023695
717	0.4902110971
718	0.4901719848
719	0.4900552837
720	0.4900487737
721	0.4899747872
722	0.4899163164
723	0.4897809531
724	0.4896940134
725	0.4895581268
726	0.4895425022
727	0.4894356729
728	0.4893326298
729	0.4891620066
730	0.4891355179
731	0.4890519501
732	0.4889595628
733	0.488872808
734	0.4887322143
735	0.4886219448
736	0.4884544612
737	0.4884167736
738	0.4882946711
739	0.4881626296
740	0.488145836
741	0.4880748744
742	0.48789514
743	0.4877162386
744	0.4876079911
745	0.4874884408
746	0.4873649206
747	0.4872566556
748	0.4872016463
749	0.4871967599
750	0.4870603115
751	0.4869813101
752	0.4868449612
753	0.4867029604
754	0.4865457141
755	0.4865415959
756	0.4863509383
757	0.4862296451
758	0.4860934781
759	0.4860896056
760	0.4859564007
761	0.4859210863
762	0.4857475775
763	0.4856505284
764	0.4856438168
765	0.4856398231
766	0.4854938379
767	0.4853379223
768	0.4852552285
769	0.4851405529
770	0.4849829992
771	0.4848907261
772	0.4848046465
773	0.4847796198
774	0.4846218506
775	0.4845017532
776	0.484459191
777	0.48434884
778	0.4842450805
779	0.4841173461
780	0.4840340121
781	0.483932385
782	0.4838122504
783	0.4838064711
784	0.483704217
785	0.4836270453
786	0.4834846528
787	0.4834464489
788	0.4833521839
789	0.4832148492
790	0.4831746196
791	0.483083199
792	0.4830075505
793	0.4828740826
794	0.4827102183
795	0.4825605313
796	0.4825025631
797	0.4824974138
798	0.4823675984
799	0.4822057404
800	0.4820341468
801	0.4818508345
802	0.481714364
803	0.4816143952
804	0.4815056933
805	0.4814922844
806	0.481416488
807	0.4812745987
808	0.4811551619
809	0.4810370177
810	0.4809478025
811	0.4807988118
812	0.4806865582
813	0.4806453164
814	0.4805507503
815	0.4804794015
816	0.4803742376
817	0.4802952155
818	0.4802224013
819	0.480195976
820	0.4801091375
821	0.4799647756
822	0.4798644368
823	0.4798423292
824	0.479722474
825	0.4796006188
826	0.4794752212
827	0.479389451
828	0.4792526841
829	0.4791982869
830	0.4791921259
831	0.4790503833
832	0.4788918518
833	0.4787389104
834	0.4786895751
835	0.4786195728
836	0.4784673171
837	0.4783569088
838	0.4782176186
839	0.4782127984
840	0.4781711044
841	0.4780541167
842	0.4780218497
843	0.4779133661
844	0.4778153056
845	0.4777448486
846	0.477645575
847	0.4775740628
848	0.4774572234
849	0.4773475534
850	0.4772730567
851	0.4771634307
852	0.4770365317
853	0.4768635911
854	0.4768282869
855	0.4766922261
856	0.4765985338
857	0.476506837
858	0.4763362292
859	0.4763293837
860	0.4762576651
861	0.476233398
862	0.4761892012
863	0.4761114612
864	0.4760467903
865	0.4759663491
866	0.475871145
867	0.4757923318
868	0.4757755706
869	0.4756972895
870	0.4755552842
871	0.4754861995
872	0.4753244097
873	0.4752178949
874	0.4751430606
875	0.4750838147
876	0.4749896592
877	0.4749144665
878	0.4748101595
879	0.4747563867
880	0.4746422802
881	0.4745885467
882	0.4745255388
883	0.4744431354
884	0.4744279749
885	0.474387026
886	0.4742156697
887	0.474141462
888	0.4740691778
889	0.4739280824
890	0.4738620191
891	0.473776585
892	0.4736832774
893	0.4735388168
894	0.473431345
895	0.4733992894
896	0.4732390441
897	0.4732351939
898	0.4732336687
899	0.4731791007
900	0.4730833534
901	0.4730007662
902	0.4729968161
903	0.4729369908
904	0.472810126
905	0.4726863539
906	0.4725696398
907	0.4724633733
908	0.4723926914
909	0.4723420257
910	0.4722740905
911	0.4721998909
912	0.4720712892
913	0.4719540347
914	0.4719272642
915	0.4717843084
916	0.4716235189
917	0.4715962364
918	0.4714961232
919	0.4713517179
920	0.4712833204
921	0.4711554671
922	0.4710981111
923	0.4709768169
924	0.4709057344
925	0.4708087226
926	0.4706769964
927	0.4706251775
928	0.4705627441
929	0.4704312288
930	0.4703984107
931	0.4702822568
932	0.4701653783
933	0.4700917865
934	0.4700403855
935	0.4699887285
936	0.4699433592
937	0.4698535613
938	0.4698031569
939	0.469715162
940	0.469594761
941	0.4695131238
942	0.4694848012
943	0.4694398475
944	0.4694313967
945	0.4693222218
946	0.4692005295
947	0.4691015739
948	0.4689467261
949	0.4689051098
950	0.4688181813
951	0.4688137585
952	0.4686838896
953	0.4685708913
954	0.4685157244
955	0.4684369195
956	0.4683716399
957	0.4682915041
958	0.4682110946
959	0.4681076491
960	0.4679884134
961	0.467889853
962	0.4677943656
963	0.4677915981
964	0.4677376984
965	0.4677243026
966	0.4676793957
967	0.4675584429
968	0.4674670193
969	0.4673451865
970	0.4672658454
971	0.4672413988
972	0.4672391304
973	0.4672346419
974	0.4671421016
975	0.4670191339
976	0.4668954521
977	0.4668818589
978	0.4667790424
979	0.4666748065
980	0.4665688688
981	0.4664926939
982	0.4663634423
983	0.4662358406
984	0.466230574
985	0.4661414053
986	0.4660460371
987	0.4659101648
988	0.4658108356
989	0.4657351948
990	0.4656673723
991	0.4655489706
992	0.4655468075
993	0.4654244841
994	0.4653112037
995	0.4652363194
996	0.4651146935
